locus_tag	ftype	length_bp	gene	EC_number	COG	product
JAFIFIBC_00046	CDS	459				hypothetical protein
JAFIFIBC_00047	CDS	279				hypothetical protein
JAFIFIBC_00048	CDS	312				hypothetical protein
JAFIFIBC_00049	CDS	354				hypothetical protein
JAFIFIBC_00050	CDS	876				hypothetical protein
JAFIFIBC_00051	CDS	483				Single-stranded DNA-binding protein
JAFIFIBC_00052	CDS	522				hypothetical protein
JAFIFIBC_00053	CDS	192				hypothetical protein
JAFIFIBC_00054	CDS	654	pgrR_1			HTH-type transcriptional regulator PgrR
JAFIFIBC_00055	CDS	465				hypothetical protein
JAFIFIBC_00056	CDS	276				hypothetical protein
JAFIFIBC_00057	CDS	672				hypothetical protein
JAFIFIBC_00058	CDS	969	rbsB_1		COG1879	Ribose import binding protein RbsB
JAFIFIBC_00059	CDS	1845				hypothetical protein
JAFIFIBC_00060	CDS	993	yhaJ_1			HTH-type transcriptional regulator YhaJ
JAFIFIBC_00061	CDS	702	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
JAFIFIBC_00062	CDS	1239	egl	3.2.1.4		Endoglucanase
JAFIFIBC_00063	CDS	711				hypothetical protein
JAFIFIBC_00064	CDS	213				hypothetical protein
JAFIFIBC_00065	CDS	387	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
JAFIFIBC_00066	CDS	423				hypothetical protein
JAFIFIBC_00067	CDS	354				hypothetical protein
JAFIFIBC_00068	CDS	528				hypothetical protein
JAFIFIBC_00069	CDS	525				hypothetical protein
JAFIFIBC_00070	CDS	711				hypothetical protein
JAFIFIBC_00071	CDS	648				hypothetical protein
JAFIFIBC_00072	CDS	753				hypothetical protein
JAFIFIBC_00073	CDS	867				hypothetical protein
JAFIFIBC_00074	CDS	1089				hypothetical protein
JAFIFIBC_00075	CDS	13872				hypothetical protein
JAFIFIBC_00076	CDS	1323				hypothetical protein
JAFIFIBC_00077	CDS	711				hypothetical protein
JAFIFIBC_00078	CDS	441				hypothetical protein
JAFIFIBC_00079	CDS	321	frp			Fluorescence recovery protein
JAFIFIBC_00080	CDS	438				hypothetical protein
JAFIFIBC_00081	CDS	762	pkn1_1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
JAFIFIBC_00082	CDS	510				hypothetical protein
JAFIFIBC_00083	CDS	453				hypothetical protein
JAFIFIBC_00084	CDS	426				hypothetical protein
JAFIFIBC_00085	CDS	1287				hypothetical protein
JAFIFIBC_00086	CDS	1176	dap_1	3.4.11.19		D-aminopeptidase
JAFIFIBC_00087	CDS	2613	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
JAFIFIBC_00088	CDS	1068	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
JAFIFIBC_00089	CDS	735	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
JAFIFIBC_00090	CDS	384				hypothetical protein
JAFIFIBC_00091	CDS	990	ascD_1	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
JAFIFIBC_00092	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
JAFIFIBC_00093	CDS	1077	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
JAFIFIBC_00094	CDS	1344	colD	4.2.1.168		GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
JAFIFIBC_00095	CDS	825	cbbT	2.2.1.1		Transketolase 2
JAFIFIBC_00096	CDS	924	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JAFIFIBC_00097	CDS	1044	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
JAFIFIBC_00098	CDS	183				hypothetical protein
JAFIFIBC_00099	CDS	1380				hypothetical protein
JAFIFIBC_00100	CDS	1062				hypothetical protein
JAFIFIBC_00101	CDS	657	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JAFIFIBC_00102	CDS	999				hypothetical protein
JAFIFIBC_00103	CDS	591	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
JAFIFIBC_00104	CDS	939	rfaE	2.7.1.167	COG2870	D-beta-D-heptose 7-phosphate kinase
JAFIFIBC_00105	CDS	1017	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
JAFIFIBC_00106	CDS	489		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase
JAFIFIBC_00107	CDS	552	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
JAFIFIBC_00108	CDS	1071				hypothetical protein
JAFIFIBC_00109	CDS	927				hypothetical protein
JAFIFIBC_00110	CDS	813				hypothetical protein
JAFIFIBC_00111	CDS	1299				hypothetical protein
JAFIFIBC_00112	CDS	1128				hypothetical protein
JAFIFIBC_00113	CDS	1959				hypothetical protein
JAFIFIBC_00114	CDS	1401				hypothetical protein
JAFIFIBC_00115	CDS	1308				hypothetical protein
JAFIFIBC_00116	CDS	258				hypothetical protein
JAFIFIBC_00117	CDS	1530	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
JAFIFIBC_00118	CDS	771	rsmI_1	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
JAFIFIBC_00119	CDS	630	yceF		COG0424	Maf-like protein YceF
JAFIFIBC_00120	CDS	558	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
JAFIFIBC_00121	CDS	183	rpmF		COG0333	50S ribosomal protein L32
JAFIFIBC_00122	CDS	1092	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
JAFIFIBC_00123	CDS	942	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
JAFIFIBC_00124	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
JAFIFIBC_00125	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JAFIFIBC_00126	CDS	240	acpP_1		COG0236	Acyl carrier protein
JAFIFIBC_00127	CDS	1245	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JAFIFIBC_00128	CDS	528				hypothetical protein
JAFIFIBC_00129	CDS	615	rpoE_1			ECF RNA polymerase sigma-E factor
JAFIFIBC_00130	CDS	246				hypothetical protein
JAFIFIBC_00131	CDS	918	dmlR_1			HTH-type transcriptional regulator DmlR
JAFIFIBC_00132	CDS	1134	dthadh	4.3.1.27		D-threo-3-hydroxyaspartate dehydratase
JAFIFIBC_00133	CDS	972	ala	1.4.1.1		Alanine dehydrogenase
JAFIFIBC_00134	CDS	597				hypothetical protein
JAFIFIBC_00135	CDS	507				hypothetical protein
JAFIFIBC_00136	CDS	1188	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
JAFIFIBC_00137	CDS	423	btr		COG0614	HTH-type transcriptional activator Btr
JAFIFIBC_00138	CDS	501	lrp_1		COG1522	Leucine-responsive regulatory protein
JAFIFIBC_00139	CDS	1413	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
JAFIFIBC_00140	CDS	888				hypothetical protein
JAFIFIBC_00141	CDS	1284	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
JAFIFIBC_00142	CDS	1623	sgrR			HTH-type transcriptional regulator SgrR
JAFIFIBC_00143	CDS	957	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
JAFIFIBC_00144	CDS	888				hypothetical protein
JAFIFIBC_00145	CDS	1644	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
JAFIFIBC_00146	CDS	1185				hypothetical protein
JAFIFIBC_00147	CDS	1479	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
JAFIFIBC_00148	CDS	639				hypothetical protein
JAFIFIBC_00149	CDS	690				hypothetical protein
JAFIFIBC_00150	CDS	399				hypothetical protein
JAFIFIBC_00151	CDS	741				hypothetical protein
JAFIFIBC_00152	CDS	666				hypothetical protein
JAFIFIBC_00153	CDS	798				hypothetical protein
JAFIFIBC_00154	CDS	1572				hypothetical protein
JAFIFIBC_00155	CDS	1320				hypothetical protein
JAFIFIBC_00156	CDS	2892				hypothetical protein
JAFIFIBC_00157	CDS	1335				hypothetical protein
JAFIFIBC_00158	CDS	1146			COG3177	putative protein
JAFIFIBC_00159	CDS	3228				hypothetical protein
JAFIFIBC_00160	CDS	465				hypothetical protein
JAFIFIBC_00161	CDS	459				hypothetical protein
JAFIFIBC_00162	CDS	1011				Zinc-type alcohol dehydrogenase-like protein
JAFIFIBC_00163	CDS	489				hypothetical protein
JAFIFIBC_00164	CDS	693	tesA	3.1.1.1	COG2755	Esterase TesA
JAFIFIBC_00165	CDS	696	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JAFIFIBC_00166	CDS	933	yedI		COG2354	Inner membrane protein YedI
JAFIFIBC_00167	CDS	1548				hypothetical protein
JAFIFIBC_00168	CDS	795		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
JAFIFIBC_00169	CDS	285				hypothetical protein
JAFIFIBC_00170	CDS	660	yciB		COG2917	putative intracellular septation protein A
JAFIFIBC_00171	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
JAFIFIBC_00172	CDS	1566				hypothetical protein
JAFIFIBC_00173	CDS	1656	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
JAFIFIBC_00174	CDS	1185				hypothetical protein
JAFIFIBC_00175	CDS	1239	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JAFIFIBC_00176	CDS	1032	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JAFIFIBC_00177	CDS	1410				hypothetical protein
JAFIFIBC_00178	CDS	834	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JAFIFIBC_00179	CDS	708	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JAFIFIBC_00180	CDS	2094	fadB_1			Fatty acid oxidation complex subunit alpha
JAFIFIBC_00181	CDS	1176	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
JAFIFIBC_00182	CDS	1833	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JAFIFIBC_00183	CDS	792	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
JAFIFIBC_00184	CDS	459				hypothetical protein
JAFIFIBC_00185	CDS	1020	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
JAFIFIBC_00186	CDS	486				hypothetical protein
JAFIFIBC_00187	CDS	954				hypothetical protein
JAFIFIBC_00188	CDS	906	sadH	1.-.-.-		Putative oxidoreductase SadH
JAFIFIBC_00189	CDS	1110	ascG		COG1609	HTH-type transcriptional regulator AscG
JAFIFIBC_00190	CDS	1086	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
JAFIFIBC_00191	CDS	948	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
JAFIFIBC_00192	CDS	918				hypothetical protein
JAFIFIBC_00193	CDS	1233				putative sugar-binding periplasmic protein
JAFIFIBC_00194	CDS	1317	bglA	3.2.1.21		Beta-glucosidase A
JAFIFIBC_00195	CDS	1122				hypothetical protein
JAFIFIBC_00196	CDS	1161				hypothetical protein
JAFIFIBC_00197	CDS	1026	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
JAFIFIBC_00198	CDS	1434				hypothetical protein
JAFIFIBC_00199	CDS	912	dmlR_2			HTH-type transcriptional regulator DmlR
JAFIFIBC_00200	CDS	753	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
JAFIFIBC_00201	CDS	789				hypothetical protein
JAFIFIBC_00202	CDS	1953	nfdA	3.5.1.91		N-substituted formamide deformylase
JAFIFIBC_00203	CDS	678				hypothetical protein
JAFIFIBC_00204	CDS	3123				hypothetical protein
JAFIFIBC_00205	CDS	183				hypothetical protein
JAFIFIBC_00206	CDS	807	pytH_1	3.1.1.88		Pyrethroid hydrolase
JAFIFIBC_00207	CDS	168				hypothetical protein
JAFIFIBC_00208	CDS	243				hypothetical protein
JAFIFIBC_00209	CDS	654	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
JAFIFIBC_00210	CDS	897	dhaA	3.8.1.5		Haloalkane dehalogenase
JAFIFIBC_00211	CDS	387				hypothetical protein
JAFIFIBC_00212	CDS	870				hypothetical protein
JAFIFIBC_00213	CDS	588	degU_1		COG2197	Transcriptional regulatory protein DegU
JAFIFIBC_00214	CDS	1683				hypothetical protein
JAFIFIBC_00215	CDS	867	fpaP_1	3.4.11.5		Proline iminopeptidase
JAFIFIBC_00216	CDS	966	dhaAF	3.8.1.5		Haloalkane dehalogenase
JAFIFIBC_00217	CDS	1983	pepO_1	3.4.24.-	COG3590	Neutral endopeptidase
JAFIFIBC_00218	CDS	741	degU_2		COG2197	Transcriptional regulatory protein DegU
JAFIFIBC_00219	CDS	3084				hypothetical protein
JAFIFIBC_00220	CDS	2856				hypothetical protein
JAFIFIBC_00221	CDS	2292	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JAFIFIBC_00222	CDS	657	tmoT_1			Response regulator protein TmoT
JAFIFIBC_00223	CDS	198				hypothetical protein
JAFIFIBC_00224	CDS	747	speE_1	2.5.1.16		Polyamine aminopropyltransferase
JAFIFIBC_00225	CDS	1416	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JAFIFIBC_00226	CDS	1173				hypothetical protein
JAFIFIBC_00227	CDS	579	pgrR_2			HTH-type transcriptional regulator PgrR
JAFIFIBC_00228	CDS	204				hypothetical protein
JAFIFIBC_00229	CDS	897	pgrR_3			HTH-type transcriptional regulator PgrR
JAFIFIBC_00230	CDS	1059	yahK_1	1.1.1.2	COG1064	Aldehyde reductase YahK
JAFIFIBC_00231	CDS	537	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
JAFIFIBC_00232	CDS	2262	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
JAFIFIBC_00233	CDS	1380		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
JAFIFIBC_00234	CDS	147				hypothetical protein
JAFIFIBC_00235	CDS	192				hypothetical protein
JAFIFIBC_00236	CDS	444				hypothetical protein
JAFIFIBC_00237	CDS	1215	yfcJ_1			putative MFS-type transporter YfcJ
JAFIFIBC_00238	CDS	915	pgrR_4			HTH-type transcriptional regulator PgrR
JAFIFIBC_00239	CDS	168				hypothetical protein
JAFIFIBC_00240	CDS	546				hypothetical protein
JAFIFIBC_00241	CDS	744				hypothetical protein
JAFIFIBC_00242	CDS	642				hypothetical protein
JAFIFIBC_00243	CDS	1119			COG1073	putative protein
JAFIFIBC_00244	CDS	744		1.-.-.-		putative oxidoreductase
JAFIFIBC_00245	CDS	1140				hypothetical protein
JAFIFIBC_00246	CDS	672				hypothetical protein
JAFIFIBC_00247	CDS	1218	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
JAFIFIBC_00248	CDS	1164			COG2220	putative protein
JAFIFIBC_00249	CDS	822				hypothetical protein
JAFIFIBC_00250	CDS	993	yagS_1	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
JAFIFIBC_00251	CDS	2187	yagR_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase YagR molybdenum-binding subunit
JAFIFIBC_00252	CDS	876	pdxI_1	1.1.1.65		Pyridoxine 4-dehydrogenase
JAFIFIBC_00253	CDS	624				hypothetical protein
JAFIFIBC_00254	tRNA	88				tRNA-Ser(cga)
JAFIFIBC_00255	CDS	4122	rapA	3.6.4.-		RNA polymerase-associated protein RapA
JAFIFIBC_00256	CDS	279				hypothetical protein
JAFIFIBC_00257	CDS	429				hypothetical protein
JAFIFIBC_00258	CDS	825	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
JAFIFIBC_00259	CDS	663				hypothetical protein
JAFIFIBC_00260	CDS	225				hypothetical protein
JAFIFIBC_00261	CDS	114				hypothetical protein
JAFIFIBC_00262	CDS	768	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
JAFIFIBC_00263	CDS	750	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
JAFIFIBC_00264	CDS	921	yhaJ_2			HTH-type transcriptional regulator YhaJ
JAFIFIBC_00265	CDS	969				hypothetical protein
JAFIFIBC_00266	CDS	507				hypothetical protein
JAFIFIBC_00267	CDS	966				hypothetical protein
JAFIFIBC_00268	CDS	2742	acn	4.2.1.3	COG1048	Aconitate hydratase A
JAFIFIBC_00269	CDS	2193	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JAFIFIBC_00270	CDS	252				hypothetical protein
JAFIFIBC_00271	CDS	663	estB	3.1.1.1	COG0400	Carboxylesterase 2
JAFIFIBC_00272	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
JAFIFIBC_00273	tRNA	93				tRNA-Ser(gct)
JAFIFIBC_00274	CDS	1290		2.7.2.4	COG0527	Aspartate kinase
JAFIFIBC_00275	CDS	1347	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
JAFIFIBC_00276	CDS	972	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
JAFIFIBC_00277	CDS	654	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
JAFIFIBC_00278	CDS	1377	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JAFIFIBC_00279	CDS	603	ppiA_1	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
JAFIFIBC_00280	CDS	504		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
JAFIFIBC_00281	CDS	762	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
JAFIFIBC_00282	CDS	783	mtfA_1		COG3228	Protein MtfA
JAFIFIBC_00283	CDS	2313	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
JAFIFIBC_00284	CDS	360	clpS_1			ATP-dependent Clp protease adapter protein ClpS
JAFIFIBC_00285	CDS	240	cspD		COG1278	Cold shock-like protein CspD
JAFIFIBC_00286	CDS	1182	zraR_1		COG2204	Transcriptional regulatory protein ZraR
JAFIFIBC_00287	CDS	1254	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
JAFIFIBC_00288	CDS	480				hypothetical protein
JAFIFIBC_00289	CDS	585		1.15.1.1		Superoxide dismutase [Fe]
JAFIFIBC_00290	CDS	528				IS3 family transposase ISAzo10
JAFIFIBC_00291	CDS	264				hypothetical protein
JAFIFIBC_00292	CDS	237				hypothetical protein
JAFIFIBC_00293	CDS	156				hypothetical protein
JAFIFIBC_00294	CDS	297				hypothetical protein
JAFIFIBC_00295	CDS	432	mhpT			3-(3-hydroxy-phenyl)propionate transporter
JAFIFIBC_00296	CDS	1110	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
JAFIFIBC_00297	CDS	1431	aldHT_1	1.2.1.5		Aldehyde dehydrogenase, thermostable
JAFIFIBC_00298	CDS	1569	mhpA_1	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
JAFIFIBC_00299	CDS	402				hypothetical protein
JAFIFIBC_00300	CDS	543				hypothetical protein
JAFIFIBC_00301	CDS	543				hypothetical protein
JAFIFIBC_00302	CDS	582				hypothetical protein
JAFIFIBC_00303	CDS	861				hypothetical protein
JAFIFIBC_00304	CDS	507				hypothetical protein
JAFIFIBC_00305	CDS	354				IS3 family transposase ISXca1
JAFIFIBC_00306	CDS	450				hypothetical protein
JAFIFIBC_00307	CDS	351				IS66 family transposase IS1313
JAFIFIBC_00308	CDS	1509				hypothetical protein
JAFIFIBC_00309	CDS	1116	adhT_1	1.1.1.1		Alcohol dehydrogenase
JAFIFIBC_00310	CDS	885	hcf136_1			Ycf48-like protein
JAFIFIBC_00311	CDS	1365				putative protein
JAFIFIBC_00312	CDS	1659				hypothetical protein
JAFIFIBC_00313	CDS	378				hypothetical protein
JAFIFIBC_00314	CDS	2436				hypothetical protein
JAFIFIBC_00315	CDS	1668	mhpA_2	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
JAFIFIBC_00316	CDS	507	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
JAFIFIBC_00317	CDS	282				hypothetical protein
JAFIFIBC_00318	CDS	960	pobB_1	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
JAFIFIBC_00319	CDS	1278	pobA_1	1.14.12.-		Phenoxybenzoate dioxygenase subunit alpha
JAFIFIBC_00320	CDS	717	rspR_1		COG1802	HTH-type transcriptional repressor RspR
JAFIFIBC_00321	tRNA	77				tRNA-Met(cat)
JAFIFIBC_00322	CDS	651	vraR_1		COG2197	Response regulator protein VraR
JAFIFIBC_00323	CDS	3108	vgb_1	4.2.99.-		Virginiamycin B lyase
JAFIFIBC_00324	CDS	738				hypothetical protein
JAFIFIBC_00325	CDS	957		1.3.1.103		2-haloacrylate reductase
JAFIFIBC_00326	CDS	774	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
JAFIFIBC_00327	CDS	432				hypothetical protein
JAFIFIBC_00328	CDS	777	lvr	1.1.1.-		Levodione reductase
JAFIFIBC_00329	CDS	891	allS			HTH-type transcriptional activator AllS
JAFIFIBC_00330	CDS	894				hypothetical protein
JAFIFIBC_00331	CDS	444	yphA		COG2259	Inner membrane protein YphA
JAFIFIBC_00332	CDS	795				hypothetical protein
JAFIFIBC_00333	CDS	438				hypothetical protein
JAFIFIBC_00334	CDS	1494				hypothetical protein
JAFIFIBC_00335	CDS	399				hypothetical protein
JAFIFIBC_00336	CDS	294				hypothetical protein
JAFIFIBC_00337	CDS	762	rhaS_1			HTH-type transcriptional activator RhaS
JAFIFIBC_00338	CDS	969	rhaS_2			HTH-type transcriptional activator RhaS
JAFIFIBC_00339	CDS	375				hypothetical protein
JAFIFIBC_00340	CDS	351				hypothetical protein
JAFIFIBC_00341	CDS	906	rhaR_1			HTH-type transcriptional activator RhaR
JAFIFIBC_00342	CDS	747		1.-.-.-		putative oxidoreductase
JAFIFIBC_00343	CDS	603		1.6.5.2		NAD(P)H dehydrogenase (quinone)
JAFIFIBC_00344	CDS	738	malT			HTH-type transcriptional regulator MalT
JAFIFIBC_00345	CDS	747	yehW		COG1174	Glycine betaine uptake system permease protein YehW
JAFIFIBC_00346	CDS	933	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
JAFIFIBC_00347	CDS	1173	yehY		COG1174	Glycine betaine uptake system permease protein YehY
JAFIFIBC_00348	CDS	939	yehZ		COG1732	Glycine betaine-binding protein YehZ
JAFIFIBC_00349	CDS	783				hypothetical protein
JAFIFIBC_00350	CDS	807				hypothetical protein
JAFIFIBC_00351	CDS	708	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
JAFIFIBC_00352	tRNA	75				tRNA-Val(cac)
JAFIFIBC_00353	CDS	4077				hypothetical protein
JAFIFIBC_00354	CDS	639	uvrY_1		COG2197	Response regulator UvrY
JAFIFIBC_00355	CDS	1083	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
JAFIFIBC_00356	CDS	528				hypothetical protein
JAFIFIBC_00357	CDS	2679	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_00358	CDS	1251				hypothetical protein
JAFIFIBC_00359	CDS	1038	rhaS_3			HTH-type transcriptional activator RhaS
JAFIFIBC_00360	CDS	1563				hypothetical protein
JAFIFIBC_00361	CDS	225				hypothetical protein
JAFIFIBC_00362	CDS	1722	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JAFIFIBC_00363	CDS	1944				hypothetical protein
JAFIFIBC_00364	CDS	225				hypothetical protein
JAFIFIBC_00365	CDS	945				Putative NAD(P)H nitroreductase
JAFIFIBC_00366	CDS	2334	dap_2	3.4.11.19		D-aminopeptidase
JAFIFIBC_00367	CDS	1227				hypothetical protein
JAFIFIBC_00368	CDS	681				hypothetical protein
JAFIFIBC_00369	CDS	588				hypothetical protein
JAFIFIBC_00370	CDS	222	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
JAFIFIBC_00371	CDS	717	nth	4.2.99.18	COG0177	Endonuclease III
JAFIFIBC_00372	CDS	714	rsxB			Electron transport complex subunit RsxB
